"id";"title";"produced";"length";"premiere";"watchlink";"imdblink";"cover"
"398";"Isten rabjai";"1942";"89";"1942.09.18";"https://m.ok.ru/video/3172779821663";"https://www.imdb.com/title/tt0240622/?ref_=nv_sr_srsg_2_tt_3_nm_3_in_0_q_isten%2520ra";"Isten rabjai.jpg"
"399";"Isten tenyerén";"1939";"81";"1940.04.05";"https://magyar.film.hu/filmhu/hir/riedl-klara-a-filmrendezono-aki-magyar-nepi-filmmel-futott-be-1939-ben";"https://www.imdb.com/title/tt1057922/?ref_=nv_sr_srsg_0_tt_3_nm_5_in_0_q_isten%2520teny";"error.jpg"
"400";"Iza néni";"1933";"97";"";"https://nfi.hu/filmarchivum/kutatasoktatas/hungarika-kutatas-1/120-most-wanted/hangosfilm/iza-neni.html";"https://www.imdb.com/title/tt0025319/?ref_=nv_sr_srsg_0_tt_2_nm_6_in_0_q_iza%2520n%25C3%25A9ni";"error.jpg"
"401";"Jöjjön elsején";"1940";"80";"1940.03.20";"https://nfi.hu/filmarchivum/kutatasoktatas/hungarika-kutatas-1/120-most-wanted/hangosfilm/jojjon-elsejen.html";"https://www.imdb.com/title/tt0032657/?ref_=nv_sr_srsg_0_tt_3_nm_0_in_0_q_j%25C3%25B6jj%25C3%25B6n%2520else";"Jojjon elsejen.jpg"
"402";"Kacagó asszony";"1930";"";"1930.12.04";"https://www.magyarsagunkhungarikumunk.hu/ajanlo/";"https://www.imdb.com/title/tt0826562/?ref_=nv_sr_srsg_0_tt_2_nm_0_in_0_q_kacag%25C3%25B3%2520asszo";"error.jpg"
"403";"Késő";"1943";"83";"1943.04.11";"https://videa.hu/videok/film-animacio/keso-1943-teljes.mp4-film-animacio-FyApnoN5Qxlcmnc6";"https://www.imdb.com/title/tt0036087/?ref_=nv_sr_srsg_0_tt_4_nm_4_in_0_q_k%25C3%25A9s%25C5%2591";"Keso.jpg"
"404";"Két fogoly";"1937";"81";"1938.01.06";"https://www.youtube.com/watch?v=JvjZ6GaVh4s";"https://www.imdb.com/title/tt0029098/?ref_=nv_sr_srsg_0_tt_6_nm_2_in_0_q_k%25C3%25A9t%2520fogo";"Ket fogoly.jpg"
"405";"Kettesben";"1943";"70";"1943.10.01";"https://m.ok.ru/video/3539657230866";"https://www.imdb.com/title/tt0036071/?ref_=nv_sr_srsg_3_tt_8_nm_0_in_0_q_kettesben";"Kettesben.jpg"
"406";"Kísértetek vonata";"1933";"64";"1933.04.12";"https://m.ok.ru/video/4507741456914";"https://www.imdb.com/title/tt0222125/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_k%25C3%25ADs%25C3%25A9rtetek%2520v";"Kisertetek vonata.jpg"
"407";"Legény a gáton";"1943";"77";"1943.04.08";"https://nfi.hu/filmarchivum/kutatasoktatas/hungarika-kutatas-1/120-most-wanted/hangosfilm/legeny-a-gaton.html";"https://www.imdb.com/title/tt0170150/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_leg%25C3%25A9ny%2520a%2520g";"Legeny a gaton.jpg"
"408";"Légy jó mindhalálig";"1936";"70";"1936.03.17";"https://m.ok.ru/video/2599859718742";"https://www.imdb.com/title/tt0027920/?ref_=nv_sr_srsg_1_tt_7_nm_1_in_0_q_l%25C3%25A9gy%2520j%25C3%25B3%2520";"ljm.jpg"
"409";"Lejtőn";"1943";"61";"1944.05.16";"https://port.hu/adatlap/film/tv/lejton-lejton/movie-47471";"https://www.imdb.com/title/tt1177919/?ref_=nv_sr_srsg_8_tt_8_nm_0_in_0_q_lejt%25C5%2591n";"error.jpg"
"410";"Lelki klinika";"1941";"73";"1941.12.04";"https://videa.hu/videok/film-animacio/duna-tv-l-e-k-film-animacio-XtVQ33N1D92wj2Ne";"https://www.imdb.com/title/tt0244625/?ref_=nv_sr_srsg_0_tt_3_nm_1_in_0_q_lelki%2520kli";"Lelki klinika.jpg"
"411";"Lovagias ügy";"1937";"77";"1937.02.11";"https://m.ok.ru/video/2599855262294";"https://www.imdb.com/title/tt0027907/?ref_=nv_sr_srsg_0_tt_3_nm_0_in_0_q_lovagias%2520%25C3%25BCgy";"Lovagias ugy.jpg"
"412";"Machita";"1943";"97";"1944.04.05";"https://m.ok.ru/video/4059160316500";"https://www.imdb.com/title/tt0036124/?ref_=nv_sr_srsg_0_tt_7_nm_1_in_0_q_machita";"266234_1609743701.9593.jpg"
"413";"Madách";"1944";"81";"";"https://m.ok.ru/video/2599857162838";"https://www.imdb.com/title/tt0037036/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_Mad%25C3%25A1ch";"Madach.jpg"
"414";"Magdát kicsapják";"1937";"90";"1938.03.05";"https://nfi.hu/filmarchivum/kutatasoktatas/hungarika-kutatas-1/120-most-wanted/hangosfilm/magdat-kicsapjak.html";"https://www.imdb.com/title/tt0030399/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_magd%25C3%25A1t%2520kicsa";"Magdat kicsapjak.jpg"
"415";"Magyar feltámadás";"1939";"81";"1939.02.17";"https://www.filmweb.pl/film/Magyar+Felt%C3%A1mad%C3%A1s-1939-447828";"https://www.imdb.com/title/tt0896946/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_magyar%2520felt%25C3%25A1mad%25C3%25A1s";"Magyar feltamadas.jpg"
"416";"Majális";"1943";"70";"1944.10.01";"https://www.mafab.hu/movies/majalis-267032.html";"https://www.imdb.com/title/tt0127672/?ref_=nv_sr_srsg_0_tt_4_nm_4_in_0_q_maj%25C3%25A1lis";"error.jpg"
"417";"Makacs Kata";"1943";"79";"1943.10.15";"https://www.tiktok.com/@banbrigitta/video/7425876976751185185";"https://www.imdb.com/title/tt0134807/?ref_=nv_sr_srsg_0_tt_2_nm_6_in_0_q_makacs%2520kata";"Makacs Kata.jpg"
"418";"Makrancos hölgy";"1943";"76";"1943.08.19";"https://www.youtube.com/watch?v=_FA6nOPDbCY";"https://www.imdb.com/title/tt0036130/?ref_=nv_sr_srsg_0_tt_6_nm_0_in_0_q_makrancos%2520h%25C3%25B6lgy";"200.jpg"
"420";"Mátyás rendet csinál";"1939";"81";"1940.02.06";"https://nfi.hu/filmarchivum/kutatasoktatas/hungarika-kutatas-1/120-most-wanted/hangosfilm/matyas-rendet-csinal.html";"https://www.imdb.com/title/tt0170274/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_m%25C3%25A1ty%25C3%25A1s%2520rendet%2520csin%25C3%25A1l";"Matyas rendet csinal.jpg"
"421";"Megálmodtalak";"1943";"76";"1943.10.12";"https://videa.hu/videok/film-animacio/megalmodtalak-1943-film-animacio-eIMeky59agbH0eG2";"https://www.imdb.com/title/tt0240718/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_meg%25C3%25A1lmodtalak";"Megalmodtalak.jpg"
"422";"Méltóságos kisasszony";"1936";"68";"1937.01.26";"https://m.ok.ru/video/2599859391062";"https://www.imdb.com/title/tt0028020/?ref_=nv_sr_srsg_0_tt_4_nm_0_in_0_q_M%25C3%25A9lt%25C3%25B3s%25C3%25A1gos%2520kisasszony";"kisasszony.jpg"
"423";"Miért?";"1941";"84";"1941.12.22";"https://indavideo.hu/video/Kisertes_-_1941";"https://www.imdb.com/title/tt0033913/?ref_=nv_sr_srsg_0_tt_5_nm_3_in_0_q_MI%25C3%25A9rt%253F%25201941";"Miert.jpg"
"424";"Mindent a nőért!";"1933";"85";"1934.01.31";"https://nfi.hu/filmarchivum/kutatasoktatas/hungarika-kutatas-1/120-most-wanted/hangosfilm/mindent-a-noert.html";"https://www.imdb.com/title/tt0240728/?ref_=nv_sr_srsg_0_tt_7_nm_0_in_0_q_MIndent%2520a%2520n%25C5%2591%25C3%25A9t";"error.jpg"
"425";"Muki";"1943";"83";"1944.02.09";"https://auto.indavideo.hu/video/MUKI";"https://www.imdb.com/title/tt0240742/?ref_=nv_sr_srsg_1_tt_8_nm_0_in_0_q_Muki";"Muki.jpg"
"426";"Nászinduló";"1943";"94";"1944.12.10";"https://videa.hu/videok/film-animacio/1n-a-s-z-i-tvrip-vhsrip-2gsXoH7xsjGhACJ4";"https://www.imdb.com/title/tt0036224/?ref_=nv_sr_srsg_1_tt_4_nm_1_in_0_q_N%25C3%25A1szindul%25C3%25B3";"Naszindulo.jpg"
"427";"Ne kérdezd, ki voltam";"1941";"102";"1941.08.22";"https://www.dailymotion.com/video/x8ua2p0";"https://www.imdb.com/title/tt0033943/?ref_=nv_sr_srsg_0_tt_2_nm_0_in_0_q_ne%2520k%25C3%25A9rdezd%2520ki%2520voltam";"Ne kerdezd_ ki voltam.jpg"
"428";"Négylevelű lóhere";"1931";"";"";"https://www.tiktok.com/@szintetikus.pnil/video/7556935828845366550";"https://www.imdb.com/title/tt0241780/?ref_=nv_sr_srsg_0_tt_3_nm_0_in_0_q_N%25C3%25A9gylevel%25C5%25B1%2520l";"error.jpg"
"429";"Nehéz apának lenni";"1938";"";"1938.09.16";"https://nfi.hu/filmarchivum/kutatasoktatas/hungarika-kutatas-1/120-most-wanted/hangosfilm/nehez-apanak-lenni.html";"https://www.imdb.com/title/tt0030498/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_Neh%25C3%25A9z%2520ap%25C3%25A1m";"Nehez apanak lenni.jpg"
"430";"Nem loptam én életemben";"1939";"90";"1939.07.23";"https://nfi.hu/filmarchivum/kutatasoktatas/hungarika-kutatas-1/120-most-wanted/hangosfilm/nem-loptam-en-eletemben.html";"https://www.imdb.com/title/tt0189797/?ref_=nv_sr_srsg_0_tt_3_nm_0_in_0_q_nem%2520loptam%2520%25C3%25A9n";"Nem loptam _n _letemben_Gy_ry Gy. L_szl_.jpg"
"431";"Nemes rózsa";"1943";"77";"";"https://videa.hu/videok/film-animacio/nemes-rozsa-1943-teljes.mp4-film-animacio-wAPlJIjiw14JcvIE";"https://www.imdb.com/title/tt1000717/?ref_=nv_sr_srsg_1_tt_3_nm_5_in_0_q_nemes%2520r";"161623870_bf02a8.jpg"
"433";"Nincsenek véletlenek";"1938";"74";"1939.12.21";"https://www.youtube.com/watch?v=cHhxPJ8njiQ";"https://www.imdb.com/title/tt0240763/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_nincsenek%2520v%25C3%25A9letlenek";"Nincsenek veletlenek.jpg"
"434";"Orient express";"1943";"75";"1943.07.22";"https://m.ok.ru/video/2165254130194";"https://www.imdb.com/title/tt0869981/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_orient%2520express%25201943";"Orient express.jpg"
"435";"Ördöglovas";"1943";"79";"1944.03.15";"https://m.ok.ru/video/2599856507478";"https://www.imdb.com/title/tt0036569/?ref_=nv_sr_srsg_0_tt_3_nm_0_in_0_q_%25C3%25B6rd%25C3%25B6glovas";"Ordoglovas.jpg"
"436";"Pardon, tévedtem";"1933";"96";"1933.10.24";"https://port.hu/adatlap/film/tv/pardon-tevedtem-skandal-in-budapest/movie-8047";"https://www.imdb.com/title/tt0488771/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_pardon%2520t%25C3%25A9vedte";"Pardon_ tevedtem.jpg"
"437";"Pénz áll a házhoz";"1939";"90";"1939.07.20";"https://m.ok.ru/video/4852979403348";"https://www.imdb.com/title/tt0241865/?ref_=nv_sr_srsg_0_tt_2_nm_0_in_0_q_p%25C3%25A9nz%2520%25C3%25A1ll%2520a%2520h%25C3%25A1zos";"Penz all a hazhoz.jpg"
"438";"Pesti mese";"1937";"77";"1937.05.27";"https://m.ok.ru/video/4284958116434";"https://www.imdb.com/title/tt0029397/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_pesti%2520mese";"Pesti mese.jpg"
"439";"Pogányok";"1936";"";"1937.04.29";"https://port.hu/adatlap/film/tv/poganyok-poganyok/movie-134836";"https://www.imdb.com/title/tt0028113/?ref_=nv_sr_srsg_0_tt_7_nm_1_in_0_q_pog%25C3%25A1nyok";"error.jpg"
"440";"Pusztai szél";"1937";"77";"1937.11.11";"https://nfi.hu/filmarchivum/kutatasoktatas/hungarika-kutatas-1/120-most-wanted/hangosfilm/pusztai-szel.html";"https://www.imdb.com/title/tt0029450/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_pusztai%2520sz%25C3%25A9l";"Pusztai szel.jpg"
"441";"Rád bízom a feleségem";"1937";"95";"1937.03.18";"https://elsovilaghaboru.com/tortenete/cikk/rad_bizom_a_felesegem_1937";"https://www.imdb.com/title/tt0029507/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_r%25C3%25A1d%2520b%25C3%25ADzom%2520a%2520feles%25C3%25A9gem";"error.jpg"
"442";"Rákóczi induló";"1933";"84";"1933.11.23";"https://videa.hu/videok/film-animacio/rakoczi-indulo.mkv-film-animacio-WiEXRxUV5d85memM";"https://www.imdb.com/title/tt0024513/?ref_=nv_sr_srsg_0_tt_5_nm_3_in_0_q_R%25C3%25A1k%25C3%25B3czi%2520i";"Rakoczi indulo.jpg"
"443";"Rákóczi nótája";"1943";"97";"1943.11.24";"https://m.ok.ru/video/2599858866774";"https://www.imdb.com/title/tt0036320/?ref_=nv_sr_srsg_2_tt_5_nm_3_in_0_q_R%25C3%25A1k%25C3%25B3czi%2520";"Rakoczi notaja.jpg"
"444";"Rotschild leánya";"1934";"";"1934.06.04";"https://videa.hu/videok/film-animacio/rothschild-haza-the-house-of-hfW1bYqqnM9vEgB0";"https://www.imdb.com/title/tt0241902/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_Rostchild%2520le%25C3%25A1nya";"error.jpg"
"445";"Sarajevo";"1940";"81";"1940.09.02";"https://videa.hu/videok/film-animacio/a-merenylet-szarajevo-1914-2014-sarajevo-bl7tbTHR98d95m6N";"https://www.imdb.com/title/tt0033023/?ref_=nv_sr_srsg_1_tt_6_nm_0_in_0_q_sarajevo%25201940";"Sarajevo_1940_French_film_.jpg"
"446";"A sárga csikó";"1936";"77";"1936.09.03";"https://www.youtube.com/watch?v=H1iMNEWNt9k";"https://www.imdb.com/title/tt0028338/?ref_=nv_sr_srsg_4_tt_8_nm_0_in_0_q_A%2520s%25C3%25A1rga%2520csi";"A sarga csiko.jpg"
"447";"Szakítani nehéz dolog";"1942";"95";"1942.12.23";"https://nfi.hu/filmarchivum/kutatasoktatas/hungarika-kutatas-1/120-most-wanted/hangosfilm/szakitani-nehez-dolog.html";"https://www.imdb.com/title/tt1221971/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_szak%25C3%25ADtani%2520neh%25C3%25A9z%2520dolog";"error.jpg"
"449";"Zúgnak a szirénák";"1939";"88";"1939.11.30";"https://filmhiradokonline.hu/watch.php?id=3569";"https://www.imdb.com/title/tt1058035/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_z%25C3%25BAgnak%2520a%2520szir%25C3%25A9n%25C3%25A1k";"Zugnak a szirenak.jpg"
"450";"Szegény gazdagok";"1938";"66";"1938.12.22";"https://m.ok.ru/video/4882968021650";"https://www.imdb.com/title/tt0030826/?ref_=nv_sr_srsg_1_tt_8_nm_0_in_0_q_szeg%25C3%25A9ny%2520gazdagok";"Szegeny gazdagok.png"
"451";"Szép csillag";"1942";"95";"1942.12.25";"https://nfi.hu/filmarchivum/kutatasoktatas/hungarika-kutatas-1/120-most-wanted/hangosfilm/szep-csillag.html";"https://www.imdb.com/title/tt0035409/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_sz%25C3%25A9p%2520csillag";"Szep csillag.jpg"
"452";"Szeptember végén";"1942";"87";"1943.08.18";"https://m.ok.ru/video/3565920127506";"https://www.imdb.com/title/tt0165969/?ref_=nv_sr_srsg_1_tt_3_nm_1_in_0_q_szeptember%2520v%25C3%25A9g%25C3%25A9n";"szeptember.jpg"
"453";"Szerelmes szívek";"1944";"54";"1944.07.20";"https://m.ok.ru/video/3539635145234";"https://www.imdb.com/title/tt0440845/?ref_=nv_sr_srsg_1_tt_8_nm_0_in_0_q_szerelmes%2520sz%25C3%25ADve";"Szerelmes szivek.jpg"
"454";"Szerelmi álmok";"1935";"95";"1935.08.15";"https://videa.hu/videok/film-animacio/szerelmi-almok-1935-ShIN3mCAQXMXUag5";"https://www.imdb.com/title/tt0240954/?ref_=nv_sr_srsg_1_tt_8_nm_0_in_0_q_szerelmi%2520%25C3%25A1lmo";"Szerelmi almok.jpg"
"455";"Szerelmi láz";"1942";"72";"1943.05.21";"https://videa.hu/videok/film-animacio/szerelmi-laz-magyar-jatekfilm-72-film-animacio-i9JT7PHQVevwBNcc";"https://www.imdb.com/title/tt0035407/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_szerelmi%2520l%25C3%25A1";"Szerelmi laz.jpg"
"456";"Szerencsés flótás";"1943";"79";"1943.05.21";"https://videa.hu/videok/film-animacio/szerencses-flotas-1943-teljes-film.avi-film-animacio-XvIMdabWU9T88il3";"https://www.imdb.com/title/tt0036410/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_szerencs%25C3%25A9s%2520f";"Szerencses flotas.jpg"
"457";"Szerető fia, Péter";"1942";"82";"1942.12.25";"https://m.ok.ru/video/1581190810130";"https://www.imdb.com/title/tt0035408/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_szeret%25C5%2591%2520f";"Szereto fia_ Peter.jpg"
"459";"Tavaszi zápor";"1932";"78";"1932.11.04";"https://m.ok.ru/video/1489832905241";"https://www.imdb.com/title/tt0023190/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_tavaszi%2520z";"11954640.png"
"460";"Te csak pipálj, Ladányi!";"1938";"70";"1938.02.22";"https://videa.hu/videok/film-animacio/te-csak-pipalj-ladanyi.mkv-film-animacio-uHz7JhP03aDp4ydO";"https://www.imdb.com/title/tt0030835/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_te%2520csak%2520pip%25C3%25A1lj";"covers_413934.jpg"
"461";"Te vagy a dal";"1940";"77";"1940.06.03";"https://nfi.hu/filmarchivum/kutatasoktatas/hungarika-kutatas-1/120-most-wanted/hangosfilm/te-vagy-a-dal.html";"https://www.imdb.com/title/tt0242023/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_te%2520vagy%2520a%2520dal";"Te vagy a dal.jpg"
"462";"Tisztelet a kivételnek";"1936";"70";"1937.01.09";"https://m.ok.ru/video/6737130883668";"https://www.imdb.com/title/tt0028386/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_tisztelet%2520a%2520kiv%25C3%25A9telnek";"Tisztelet a kivetelnek.jpg"
"463";"Tokaji rapszódia";"1937";"69";"1937.12.23";"https://videa.hu/videok/film-animacio/tokaji-rapszodia-D4R8Ykb63EtqrnHl";"https://www.imdb.com/title/tt0029677/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_tokaji%2520rapsz%25C3%25B3dia";"Tokaji rapszodia.jpg"
"464";"Torockói menyasszony";"1937";"75";"1937.11.23";"https://www.mafab.hu/movies/torockoi-menyasszony-270689.html";"https://www.imdb.com/title/tt0029683/?ref_=nv_sr_srsg_0_tt_6_nm_2_in_0_q_torock%25C3%25B3i";"Torockoi menyasszony.jpg"
"466";"Uz Bence";"1938";"73";"1938.11.18";"https://www.youtube.com/watch?v=KRMICFQ031Y";"https://www.imdb.com/title/tt0149320/?ref_=nv_sr_srsg_3_tt_8_nm_0_in_0_q_uz%2520be";"uzbence.jpg"
"467";"Üzenet a Volga partról";"1942";"71";"1942.12.14";"https://videa.hu/videok/film-animacio/uzenet-a-volga-partrol-1942-film-animacio-i2Jw9AZVnB1e1udC";"https://www.imdb.com/title/tt0241139/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_%25C3%25BCzenet%2520a%2520volga";"Uzenet a Volga partrol.jpg"
"469";"Valamit visz a víz";"1943";"88";"1944.01.26";"https://m.ok.ru/video/2707571870226";"https://www.imdb.com/title/tt0036488/?ref_=nv_sr_srsg_0_tt_5_nm_0_in_0_q_valamit%2520visz%2520a%2520v";"Valamit visz a viz.jpg"
"470";"Varjú a toronyórán";"1938";"79";"1938.11.24";"https://port.hu/adatlap/film/tv/varju-a-toronyoran-varju-a-toronyoran/movie-8046";"https://www.imdb.com/title/tt0149329/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_varj%25C3%25BA%2520a%2520toro";"Varju a toronyoran.jpg"
"471";"Vica, a vadevezős";"1933";"44";"1933.06.01";"https://m.ok.ru/video/3539637307922";"https://www.imdb.com/title/tt0024734/?ref_=nv_sr_srsg_0_tt_6_nm_2_in_0_q_vica%2520a%2520vad";"Vica_ a vadevezos.jpg"
"472";"Viharbrigád";"1943";"73";"1944.04.10";"https://m.ok.ru/video/1620168018450";"https://www.imdb.com/title/tt0158339/?ref_=nv_sr_srsg_0_tt_2_nm_1_in_0_q_viharbrig%25C3%25A1d";"Viharbrigad.jpg"
"473";"Zavaros éjszaka";"1940";"85";"1940.08.15";"https://m.ok.ru/video/6918874794521";"https://www.imdb.com/title/tt0170831/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_zavaros%2520%25C3%25A9jszaka";"Zavaros ejszaka.jpg"
"474";"Zivatar Kemenespusztán";"1936";"";"1936.11.19";"https://nfi.hu/filmarchivum/kutatasoktatas/hungarika-kutatas-1/120-most-wanted/hangosfilm/zivatar-kemenespusztan.html";"https://www.imdb.com/title/tt0028531/?ref_=nv_sr_srsg_0_tt_2_nm_0_in_0_q_zivatar%2520ke";"error.jpg"
"475";"Zörgetnek az ablakon";"1943";"";"";"https://www.filmweb.pl/film/Z%C3%B6rgetnek+az+ablakon-1944-483577";"https://www.imdb.com/title/tt1177965/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_z%25C3%25B6rgetnek%2520az%2520";"Zorgetnek az ablakon.jpg"
"601";"Tavasz a viharban";"1929";"";"1929.10.06";"https://filmpire.azurewebsites.net/movie/1077865";"https://www.imdb.com/title/tt0242022/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_tavasz%2520a%2520vi";"Tavasz a viharban.jpg"
"604";"Én voltam";"1936";"58";"1936.10.08";"https://www.youtube.com/watch?v=IdtL5iMaotU";"https://www.imdb.com/title/tt0887903/?ref_=nv_sr_srsg_4_tt_8_nm_0_in_0_q_%25C3%25A9n%2520voltam";"En voltam.jpg"
"605";"Szomorú csütörtök, vidám vasárnap";"1936";"";"1936.07.05";"http://old.fuga.org.hu/szomoru-vasarnap-1999-rolf-schubel-rend-flesch-andrea-jelmez/";"https://www.imdb.com/title/tt0028337/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_szomor%25C3%25BA%2520cs%25C3%25BCt%25C3%25B6rt%25C3%25B6k";"Szomoru csutortok_ vidam vasarnap.jpg"
"606";"A titokzatos idegen";"1936";"83";"1937.05.05";"https://videa.hu/videok/film-animacio/a-titokzatos-idegen.-film-animacio-75wCXrSgqIutOY1o";"https://www.imdb.com/title/tt1995244/?ref_=nv_sr_srsg_3_tt_7_nm_0_in_0_q_a%2520titokzatos%2520idegen";"error.jpg"
"607";"Vihar után";"1944";"82";"1945.10.27";"https://nava.hu/id/1903180/";"https://www.imdb.com/title/tt1916757/?ref_=nv_sr_srsg_0_tt_7_nm_1_in_0_q_vihar%2520ut%25C3%25A1n";"Vihar ut_n.jpgAC.jpg"
